ID,PN,IPC,Title,Abstract,Year,Keywords,Novelty
1750001,CN109636455A,"[""G06K17/00"", ""G06Q30/02"", ""G06Q30/06"", ""G06Q50/04""]",Dynamic ink price production and sale system realized based on big data,"The invention discloses a dynamic ink price production and sale system realized based on big data. The system is realized based on flexible package printing ink. a unique identity identification codeis arranged on the ink packaging bag. The system comprises a data center, an identity recognition module, a wireless transmitting module, an order supply and demand module, a production management module, a logistics management module, a comprehensive processing module and a client module. An online e-commerce network platform and an offline physical store can be compatible; an internet big data analysis technology is adopted; Through supply-demand interaction and virtual operation, the dynamic production cost and the dynamic purchase price of products are calculated from five aspects of demand, production, sales, financial and operation, supply-demand coordination and reasonable resource matching are achieved, the cost of production enterprises and printing enterprises is reduced, the advantages of the Internet + are brought into full play, an industrial chain can be optimized, and balanced development of the supply-demand relation of the printing industry is promoted.",2018.0,"[""dynamic production"", ""discloses dynamic ink"", ""ink price"", ""commerce network platform"", ""module online commerce""]",14.809816706340024
1760001,US2020034498A1,"[""B29C64/153"", ""B29C64/393"", ""G06N7/00"", ""B33Y50/02"", ""G06F30/00"", ""B33Y10/00"", ""G06F119/18""]",METHOD OF PROVIDING A DATASET FOR THE ADDITIVE MANUFACTURE AND CORRESPONDING QUALITY CONTROL METHOD,"A method of providing a dataset for additive manufacturing includes collecting a first type of data for the dataset during the additive buildup of a at least one layer of a component to be manufactured, evaluating of the structural quality of the layer by the first type of data, modifying the first type of data in that fractions of the data representing an insufficient structural quality of the layer are deleted from the first type of data, and superimposing second type of data, to the first type of data, wherein the second type of data is suitable to support a validation of the structural quality of the as-manufactured component.",2018.0,"[""manufacturing includes collecting"", ""validation structural quality"", ""data superimposing"", ""data dataset"", ""additive buildup layer""]",14.459288742987052
1770001,CN108959182B,"[""G06F17/17"", ""G06F17/18""]",Small body gravitational field modeling method based on gaussian process regression,"The invention discloses a small body gravitational field modeling method based on gaussian process regression GPR, and belongs to the technical field of deep space exploration. The implementation method comprises the following steps: using the spherical coordinates of a field point near a small body, and obtaining a training set of gravitational field data through a polyhedron method; and using the obtained training set to establish a gaussian process regression GPR model. Then, a gravitational field at the position of a checking point is predicted to obtain a mapping relationship between thefield point and gravitation acceleration, namely modeling calculation is carried out on the gravitational field near the small body quickly and accurately by using the gaussian process regression GPRmethod, and the calculated amount can be reduced, so that the modeling speed is improved, and the requirement of online calculation is met. The method can be applied to deep space exploration, technical support and reference are provided for the establishment of a dynamics environment around the small body in a small body exploration task, and associated engineering problems are solved.",2018.0,"[""set gravitational field"", ""gaussian process regression"", ""gravitation acceleration modeling"", ""gpr model"", ""small body gravitational""]",9.088097245570449
1780001,WO2019216449A1,"[""G06N3/08"", ""G06Q50/06""]","METHOD AND APPARATUS FOR TIME SERIES ARTIFICIAL NEURAL NETWORK ELECTRIC VEHICLE POWER DEMAND PREDICTION, USING SPATIO-TEMPORAL FUSION OF POWER DEMAND DATA AND HETEROGENEOUS DATA","The present invention relates to a method and an apparatus for time series artificial neural network electric vehicle power demand prediction, using spatio-temporal fusion of power demand data and heterogeneous data To this end, provided are: an encoding step of allowing an encoder to apply embedded heterogeneous data to embedded power demand data by using an embedded layer and an attention layer having been previously learned on the basis of the embedded power demand data and the embedded heterogeneous data, and generating encoding data for the heterogeneous data and power demand; and a decoder step of applying an attention weight of an embedded decoder to input heterogeneous data of the decoder and encoded power demand data by inputting encoded heterogeneous data and past prediction data in an embedding layer in a manner similar to that of the encoding step. Therefore, electric vehicle charging demand prediction and electric vehicle power demand prediction can be precisely performed with respect to series and region.",2018.0,"[""series artificial neural"", ""vehicle power demand"", ""demand data heterogeneous"", ""prediction data embedding"", ""neural network electric""]",13.16353563565109
1810001,US10931664B2,"[""G06F21/00"", ""G06F21/42"", ""G06F21/45"", ""G06K19/06"", ""G06K7/10"", ""H04L29/06""]",ESTABLISHING ACCESS TO A SECURE NETWORK BASED ON USER-CREATED CREDENTIAL INDICIA,"In various aspects, code-based indicia contain secured network access credentials. In some aspects, a computer processor receives user input that specifies secured network access credentials, and the computer processor creates or modifies credentials for establishing a secured network connection. In these aspects, the computer processor generates code-based indicia that contain at least part of the secured network access credentials. In other aspects, a computer processor scans the code-based indicia and extracts the network access credentials. In these aspects, the computer processor employs the network access credentials to establish the secured network connection. In additional aspects, a network router apparatus renders the code-based indicia to an active display. In further aspects, a network router apparatus conditions grant of network access to a device on receipt from the device of an answer to a security question included in the secured network access credentials.",2018.0,"[""processor employs network"", ""router apparatus"", ""credentials aspects computer"", ""code based indicia"", ""secured network connection""]",5.81902476753745
1820001,CN109741330A,"[""G06K9/62"", ""G06T5/00"", ""G06T7/10"", ""G16H30/40""]",A medical image segmentation method combining a filtering strategy and a fuzzy C-means,"The invention relates to a medical image segmentation method combining a filtering strategy and a fuzzy C-means, and the method comprises the following steps: reading a medical image, and carrying outthe median filtering of the medical image; Transforming the medical image into a frequency domain through WFT; selecting a threshold function for noise filtering; performing WFT inverse transformation on the filtered image; Initializing the distances from the clustering center and the sample points to the clustering center, and then updating the membership matrix and the clustering center; calculating a target function value, if the maximum iteration frequency is reached or the absolute value error of the two target function values is smaller than the target function precision, stopping calculation, otherwise, continuing iteration; and outputting a clustering center and various membership values, completing the division of fuzzy clustering, and outputting a segmented image. According to the method, the intuitionistic fuzzy set information is utilized, so that the effects of enhancing the noise resistance and improving the segmentation accuracy are achieved, and the actual problem of high-precision segmentation of the medical image is solved.",2018.0,"[""fuzzy set"", ""medical image"", ""median filtering medical"", ""segmentation method"", ""fuzzy clustering outputting""]",12.283220408362906
1850001,WO2020079066A4,"[""G06K9/00""]",AUTONOMOUS VEHICLE PLANNING AND PREDICTION,"A computer-implemented method of predicting an external actor trajectory comprises receiving, at a computer, sensor inputs for detecting and tracking an external actor; applying object tracking to the sensor inputs, in order track the external actor, and thereby determine an observed trace of the external actor over a time interval; determining a set of available goals for the external actor; for each of the available goals, determining an expected trajectory model; and comparing the observed trace of the external actor with the expected trajectory model for each of the available goals, to determine a likelihood of that goal.",2019.0,"[""external actor time"", ""actor determine observed"", ""track external"", ""trajectory model available"", ""method predicting external""]",12.47452590732897
1860001,JP2020126592A,"[""G06F11/07""]",COMPUTER SYSTEM RELIABILITY THROUGH COMBINATION OF CERTIFIABLE SOFTWARE AND QUALIFIABLE SOFTWARE,"To provide a method of improving reliability of a computer system.SOLUTION: A computer system 100 executes a certifiable software application and a qualifiable software application. The certifiable software application is composed of static program instructions executed sequentially for the computer system to process input data to produce an output. The qualifiable software application uses a model iteratively built using a machine learning algorithm to process the input data to produce a corresponding output. The output is cross-checked by comparison with the corresponding output. When the comparison indicates that the output differs from the corresponding output by ""more than a threshold"", an alert of ""the output unverified"" is generated.SELECTED DRAWING: None",2019.0,"[""machine learning algorithm"", ""software application certifiable"", ""algorithm process input"", ""improving reliability computer"", ""output qualifiable""]",13.352408525681032
1870001,CN109859241B,"[""G06T7/246""]",Self-adaptive feature selection and time consistency robust correlation filtering visual tracking method,"The invention discloses a self-adaptive feature selection and time consistency robust correlation filtering visual tracking method, and relates to a computer vision technology. The elastic network andthe time consistency constraint are introduced into related filtering learning at the same time. The method has the advantages that the discriminative features can be adaptively selected to inhibit the interference features, model learning and updating can be combined together, the problems of poor discriminative property and time-dependent degradation of a traditional related filter can be effectively solved, and the robustness of the algorithm to shielding, deformation, rotation and background interference is improved. Through the elastic network and the time consistency constraint, the correlation filter adaptively selects discriminative features which are continuous in time and have regional characteristics. The derived correlation filtering learning problem can be solved through an ADMM, and the problem can be efficiently solved only through a few iterations. And better performance can be obtained, the precision is high, and the speed is high.",2019.0,"[""visual tracking"", ""discriminative features adaptively"", ""self adaptive feature"", ""constraint correlation filter"", ""filtering learning time""]",13.035984248960736
1880001,CN110138613B,"[""G06F17/27"", ""H04L12/24"", ""H04L12/26"", ""G06F40/253"", ""H04L41/08"", ""H04L41/14"", ""H04L43/00"", ""H04L43/08""]","Network test template construction method, power network test method and related device","The invention provides a network test template construction method, a power network test method and a related device. The network test template construction method comprises the steps of obtaining a power network equipment evaluation standard file; identifying a preset field in the power network equipment evaluation standard file through a text identification mode, and extracting file content information corresponding to the key field, the file content information comprising test item information, test interface information, test configuration parameter information, test index information andindex type information; and creating a network test template according to the file content information, and associating the test items of the network test template with the interfaces of the test toolsoftware one by one according to the test interface information. Therefore, all test contents can be automatically connected with corresponding test software for testing according to the network testtemplate, human factors of the test are reduced to the maximum extent, and the technical problem that the accuracy of a test result is influenced due to a relatively high manual operation error rateis solved.",2019.0,"[""test interface information"", ""items network test"", ""network testtemplate human"", ""test template construction"", ""power network test""]",14.173775800911375
1890001,CN110689884A,"[""G06K9/00"", ""G10L15/22"", ""G10L17/22""]",Intelligent equipment control method and device,"The application provides an intelligent equipment control method and device; and the intelligent equipment control method comprises the following steps: acquiring voice information of a user; converting the voice information into an intelligent equipment control instruction; and sending the intelligent equipment control instruction to intelligent equipment, wherein the intelligent equipment control instruction is used for controlling the intelligent equipment. According to the intelligent equipment control method and device in the application, the control over the intelligent equipment is realized in a voice control mode, so that both hands of the user can be well liberated, and the user can flexibly use the double hands while controlling the intelligent equipment.",2019.0,"[""used controlling intelligent"", ""intelligent equipment realized"", ""control method device"", ""method device intelligent"", ""equipment control instruction""]",13.790707450646122
1900001,WO2019208319A1,"[""G06Q10/04"", ""G06Q30/02""]","PREDICTION DEVICE, PREDICTION METHOD, AND PROGRAM","Provided are a prediction device, a prediction method, and a program for predicting effective policy measures. The prediction device (1) is provided with: a storage unit (14) which stores policy measure implementation information (144) representing a policy measure effect in a first target in which a policy measure has been implemented; and a control unit (13) which, on the basis of the policy measure implementation information, predicts a policy measure effect in a second target in which a policy measure has not been implemented. The control unit: creates a first graph (450A to 450D) which comprises a plurality of nodes including at least one first node associated with the first target and at least one second node associated with the second target, and a plurality of links connecting the nodes on the basis of similarity between the nodes; determines the degree of policy measure effect at the first node on the basis of the policy measure implementation information; and, in the first graph, transfers the degree of policy measure effect to the second node using the first node as a base point.",2019.0,"[""effect target policy"", ""basis policy measure"", ""measure implemented control"", ""prediction device"", ""predicting effective policy""]",13.482970606381466
1910001,CN210788262U,"[""B08B1/00"", ""G06K9/00""]",Fingerprint collector detection auxiliary equipment,"The utility model relates to the technical field of information acquisition accessory devices, and especially relates to a fingerprint collector detection auxiliary device. The working modes of the device can be increased, fingerprints on the fingerprint collector can be conveniently cleaned after detection work, and convenience is brought to a user; the device comprises a case, a baffle, two setsof sliding rails, a supporting plate, a fluorescent lamp, a camera, a transmission mechanism and a storage mechanism, a working cavity is formed in the case, sliding grooves are formed in the two sets of sliding rails, the transmission mechanism is installed in the working cavity, and the input end and the output end of the transmission mechanism are electrically connected with the camera and thestorage mechanism respectively; the device further comprises a movable motor, a connecting plate, a movable frame, a servo motor, a threaded pipe, a threaded rod, a driving plate, a chain, a cleaningmotor and a cleaning plate, a fixed plate is arranged on the driving plate, the cleaning plate is located at the output end of the cleaning motor, a sponge mat is arranged on the cleaning plate, anda driving chain wheel and a driven chain wheel are arranged at the output end of the servo motor and the threaded pipe respectively.",2019.0,"[""field information acquisition"", ""collector detection auxiliary"", ""accessory devices especially"", ""relates fingerprint"", ""mechanism respectively device""]",12.377053368874003
1940001,WO2020191928A1,"[""H04L29/06"", ""H04L9/08"", ""H04L9/32""]","DIGITAL IDENTITY AUTHENTICATION METHOD, DEVICE, APPARATUS AND SYSTEM, AND STORAGE MEDIUM","A digital identity authentication method, device, apparatus and system, and a computer-readable storage medium. The digital identity authentication method is applied to a blockchain platform and comprises: in response to a digital identity information acquisition request sent by a user terminal, sending a digital identity information ciphertext of a target user to the user terminal, so that the user terminal decrypts the digital identity information ciphertext to generate a digital identity information plaintext; and in response to a digital identity information acquisition request sent by a verification terminal, sending the digital identity information ciphertext of the target user and a security level to the verification terminal, so that the verification terminal determines whether the digital identity information ciphertext matches the digital identity information plaintext submitted by the user terminal, and if yes, performing security verification corresponding to the security level on the user terminal. The present invention can meet the customized demands for various authentication modes, and improves the security and reliability of digital identity authentication.",2019.0,"[""authentication modes"", ""authentication method applied"", ""matches digital identity"", ""authentication method device"", ""digital identity information""]",14.285271554443886
1950001,CN111178110A,"[""G06K7/14"", ""G06K9/62"", ""G06N3/04"", ""G06N3/08""]",Barcode abnormity detection method based on artificial intelligence,"The invention discloses a barcode abnormity detection method based on artificial intelligence without pre-configuration. The method comprises the following steps: (1) when label data are less, judgingwhether a bar code obtained by code scanning is abnormal by adopting a basic statistical rule, and adding the bar code conforming to the basic statistical rule into a normal label data group and adding the bar code not conforming to the basic statistical rule into an abnormal label data group; 2) when the label data reaches an initial set value, predicting whether the bar code obtained by code scanning is abnormal by adopting an abnormality detection algorithm, and manually confirming whether the bar code is added into an abnormal label data set or a normal label data set; and (3) when the label data reaches a certain quantity, judging whether the input of the bar code is abnormal or not by adopting a classification prediction algorithm for the input bar code, performing manual confirmation, adding an abnormal label data set if the detected suspected abnormal bar code is determined to be abnormal, and otherwise, adding a normal label data set. The method can be used for abnormal judgment of various bar codes.",2019.0,"[""adding bar code"", ""input bar code"", ""judgingwhether bar code"", ""invention discloses barcode"", ""barcode abnormity detection""]",10.872852779466823
1990001,EP3811556B1,"[""G06Q20/00"", ""G06Q40/00"", ""H04L9/00"", ""H04L9/32""]","METHOD, APPARATUS AND ELECTRONIC DEVICE FOR BLOCKCHAIN TRANSACTIONS",no Abstract,2019.0,"[""electronic"", ""method apparatus"", ""blockchain transactions"", """", """"]",11.736443649061188
2000001,CN109901574B,"[""G05D1/02""]",Automatic driving method and device,"The invention provides an automatic driving method and device, relates to the technical field of artificial intelligence and can balance flexibility and safety of driving strategies. The method comprises steps that a first confidence and a second confidence of a target vehicle are acquired, the first confidence level characterizes the credibility of the environmental information of the surroundingenvironment in which the target vehicle is located, and the second confidence characterizes the self-state information of the target vehicle and the credibility of corresponding to the state information of a potential interaction target object of the target vehicle; a first driving strategy is acquired according to the first confidence and the second confidence; a third driving strategy is acquired according to the first driving strategy and a second driving strategy based on preset rules, and the third driving strategy is utilized to control automatic driving of the target vehicle. The method is advantaged in that the method is applied to automatic driving control of the vehicle.",2019.0,"[""confidence driving strategy"", ""safety driving strategies"", ""driving method device"", ""automatic driving target"", ""applied automatic driving""]",12.757486203672697
2010001,CN110135499A,"[""G06K9/62"", ""G06N20/00""]",Manifold space-based clustering method for adaptive neighborhood graph learning,"The invention discloses a manifold space-based clustering method for adaptive neighborhood graph learning. The method comprises the following steps of multi-dimensional data with a complex non-linearstructure such as images and videos are processed; a traditional spectral clustering method utilizes the similarity between Laplacian constraint learning data to easily cause the problem that the global structure of the data is explained mistakenly, and self-adaptive neighborhood regularization is introduced after a self-expression-based unified framework is established on a Grassmann manifold, sothat the clustering performance of multi-dimensional data of a video or image set is improved. The invention relates to the fields of manifold learning, pattern recognition, machine learning and thelike, the multi-view clustering effect for image and video high-dimensional data is obviously superior to that of other classic clustering methods, and the recognition capability is effectively improved.",2019.0,"[""graph learning method"", ""utilizes similarity laplacian"", ""view clustering"", ""manifold space based"", ""adaptive neighborhood regularization""]",12.966962083005768
2040001,CN110853634A,"[""G10L15/22"", ""H04L12/28""]","Multi-modal voice interaction feedback response control method, computer readable storage medium and air conditioner","The invention provides a multi-modal voice interaction feedback response control method, a computer readable storage medium and an air conditioner. After receiving and recognizing voice signals from different identifiers, a system sends different response commands to a voice control terminal; and the voice control terminal executes operation according to the different response commands. Accordingto the method, the different response commands are set for special crowds, after the voice signals of the different identifiers are received, the corresponding response commands are quickly matched, and the response commands can ensure that the special crowds can feel the response commands, so that the smart product is higher in applicability.",2019.0,"[""provides multi modal"", ""response commands smart"", ""voice control terminal"", ""interaction feedback response"", ""crowds voice signals""]",13.659959158629157
2050001,CN110674639A,"[""G06F16/332"", ""G06F40/295"", ""G06F40/30"", ""G06N3/04"", ""G06N3/08""]",Natural language understanding method based on pre-training model,"The invention discloses a natural language understanding method based on a pre-training model. The method comprises the following steps: establishing a pre-training model based on a bidirectional depth Transformer; carrying out word segmentation processing on the to-be-understood statement, and respectively adding special tags at the beginning and the end of the to-be-understood statement to obtain a text vector of the to-be-understood statement; taking the text vector of the to-be-understood statement as input, and calling the pre-training model to obtain a text semantic vector of the to-be-understood statement; performing intention recognition; and performing entity identification. According to the method, intentions can be accurately and comprehensively understood, entities can be recognized, and a solid foundation is provided for subsequent conversations. The quality and the user experience of the man-machine conversation system can be remarkably improved.",2019.0,"[""conversations quality user"", ""understood entities recognized"", ""text semantic vector"", ""intention recognition performing"", ""man machine conversation""]",13.717002940414462
2070001,CN110956066A,"[""G06K9/00""]",Face part distance measuring method and device and vehicle-mounted terminal,"The embodiment of the invention discloses a human face part distance measuring method and device and a vehicle-mounted terminal. The method comprises the following steps: acquiring a face image to besubjected to distance measuring acquired by a camera; according to a plurality of pre-constructed basic face point cloud models and a conversion matrix between the image coordinate system and the camera coordinate system, determining a target weight of each basic face point cloud model capable of fitting to obtain a real face point cloud model, and a target conversion matrix between the head coordinate system and the camera coordinate system; fitting each basic face point cloud model according to each target weight to obtain a real face point cloud model; converting the real face point cloud model into a camera coordinate system according to the target conversion matrix to obtain a target face point cloud model; and according to the target face point cloud model, determining distance information between a specified part in the face image and the camera. By applying the scheme provided by the embodiment of the invention, human face part distance measurement can be carried out on the human face image shot by the monocular camera.",2019.0,"[""human face image"", ""obtain target face"", ""model determining distance"", ""head coordinate camera"", ""besubjected distance measuring""]",12.70189336136364
2090001,US2020159173A1,"[""G05B13/02""]",BUILDING SYSTEM WITH SEMANTIC MODELING BASED CUSTOM LOGIC GENERATION,"A building system for implementing user defined logic includes one or more memory devices configured to store instructions thereon, that, when executed by one or more processors, cause the one or more processors to receive user input from a user device, the user input providing a natural language description of a building logic application for a piece of building equipment. The instructions cause the one or more processors to retrieve a semantic logic application comprising a semantic description of the building logic application based on the natural language description and a semantic building model comprising a semantic building description of the piece of building equipment, generate a custom logic application based on the semantic logic application, the natural language description, and the semantic building model, and operate the custom logic application.",2019.0,"[""building model"", ""application comprising semantic"", ""building model operate"", ""semantic description building"", ""user defined logic""]",13.578170825169607
2110001,WO2021196800A1,"[""G06K9/62"", ""G06N20/20"", ""G06N3/08""]","METHOD AND APPARATUS FOR OBTAINING ARTIFICIAL INTELLIGENCE MODEL, DEVICE, AND STORAGE MEDIUM","A method and apparatus for obtaining an artificial intelligence (AI) model, a device, and a storage medium. In an example of clients executing the method, clients receive a first AI model sent from a server (303), wherein the first AI model comprises a plurality of neurons; the clients determine, among the plurality of neurons, target neurons participating in the current round of training, wherein the current round of training is not the first round of training, and the number of target neurons is less than the total number of the plurality of neurons (304); the clients train the target neurons on the basis of local data (305); the clients return parameter data corresponding to the target neurons to the server (306), wherein the parameter data corresponding to the target neurons is used by the server to obtain a convergent target AI model. The target neurons are trained according to an active condition without training all the neurons in the model, thereby reducing power consumption and accelerating the training speed. Also, the clients merely transmit parameters corresponding to trained neurons to the server, thereby saving communication bandwidth.",2020.0,"[""ai model comprises"", ""trained neurons"", ""clients receive ai"", ""neurons server 306"", ""neurons server saving""]",13.760078085480812
2120001,CN112535853A,"[""A63B69/40"", ""G06K9/62""]",Automatic ball feeding method and device and ball feeder,"The invention relates to the technical field of computers, and provides an automatic ball feeding method and a device and a ball feeder, and the automatic ball feeding method comprises the steps: inputting user swing motion data into a classification model, and outputting a result which is used for representing that the difficulty degree of ball hitting corresponding to a swing motion is not classified yet; and acquiring ball feeding parameter information based on the classification result and the current position information of the user, and sending the ball to the ball hitting point of the user according to the ball feeding parameter information. Therefore, the classification result corresponding to the racket swinging action can be determined by inputting the classification model according to the racket swinging action data of different users, and the classification result can represent the ball hitting difficulty degree required by the corresponding user, so that the ball feeding parameter information can be determined according to the ball hitting difficulty degrees of the different users; and accurate ball feeding can be achieved flexibly according to user requirements.",2020.0,"[""swing motion classified"", ""swinging action data"", ""ball feeding method"", ""provides automatic ball"", ""according racket swinging""]",12.7785079648828
2130001,CN111225189B,"[""G06K9/00"", ""G08G3/00"", ""G08G3/02"", ""H04N7/18""]",Small and medium-sized navigation channel bridge monitoring device,"The invention provides a small and medium-sized navigation channel bridge monitoring device characterized in that the device is arranged on a small and medium-sized bridge and directly facing a navigation channel so as to monitor a ship target in the navigation channel, is arranged on the bridge and comprises a camera which is arranged on the small and medium-sized bridge, directly faces the center line of the navigation channel and is used for shooting the navigation channel so as to obtain a corresponding real-time monitoring video; a radar which is arranged on small and medium-sized bridgesand is at least used for continuously scanning the navigation channel and obtaining a real-time scanning position when a ship target is scanned; a warning module which is used for sending an acousto-optic warning to a ship target in the navigation channel; and a central processing unit in communication connection with the camera, the radar and the warning module, wherein the central processing unit comprises a neural network model storage part, a monitoring information acquisition cache part, a ship target identification part, a video coordinate conversion part, a radar coordinate conversionpart, a data fusion part, a track information identification part, a track prediction part and an early warning analysis output part.",2020.0,"[""channel bridge"", ""ship target navigation"", ""continuously scanning navigation"", ""channel monitor"", ""bridge monitoring device""]",11.678821699363835
2140001,CN112164056A,"[""G06N3/04"", ""G06N3/08"", ""G06T7/00"", ""G06T7/10""]",No-reference three-dimensional image quality evaluation method based on interactive convolutional neural network,"The invention discloses a no-reference stereo image quality evaluation method based on an interactive convolutional neural network. The no-reference stereo image quality evaluation method comprises the following steps: step 1, fusing central eye images; step 2, carrying out image non-overlapping dicing segmentation and local normalization; 3, establishing an interactive convolutional neural network; and 4, calculating the quality score of the whole three-dimensional image. According to the method, a binocular fusion mechanism is considered, the central eye image is generated through the left view and the right view of the three-dimensional image, training is completed through the locally normalized image blocks to achieve quality prediction of the three-dimensional image, and reference-free objective image quality evaluation which is more accurate and higher in consistency with human subjective feelings is achieved.",2020.0,"[""binocular fusion mechanism"", ""discloses reference stereo"", ""eye image generated"", ""network reference stereo"", ""image quality evaluation""]",12.502368438349952
2150001,CN111401914B,"[""G06K9/62"", ""G06Q20/40""]",Risk assessment model training method and device and risk assessment method and device,"The embodiment of the invention provides a risk assessment model training method and device and a risk assessment method and device. In the training method, a batch of user samples are collected, eachuser sample comprises a user feature and a risk label, and the risk label is used for indicating a total risk score of a user and a plurality of individual risk scores corresponding to predeterminedrisk types. The feature coding layer is trained based on the user features of each user sample and the total risk score in the risk label to obtain a trained feature coding layer, and a feature codingresult of each user sample is obtained based on the trained feature coding layer. The comprehensive risk assessment layer is trained based on the feature coding result of each user sample and the total risk score in the risk label. For each single risk assessment layer in the single risk assessment layers, the single risk assessment layer is trained based on the feature coding result of each usersample and the single risk score of the corresponding risk type in the risk tag.",2020.0,"[""comprehensive risk assessment"", ""training method device"", ""feature coding layer"", ""device risk assessment"", ""risk score user""]",14.990019617546238
2190001,WO2020180798A1,"[""G06K9/00""]","SYSTEM AND METHOD OF DOCUMENTING CONDITION, REPAIR, AND OVERHAUL OF AIRCRAFT PARTS","A system and method of documenting condition, repair, and overhaul of aircraft parts. The system and method include searching a database for an electronic file of an aircraft part; creating an electronic file of the aircraft part if the electronic file is not found on the database; generating a maintenance report data package that is linked to the electronic file; capturing, using a camera or a microphone, aircraft part data including a single or plurality of pictures, a video recording, and a voice recording; linking the aircraft part data to the maintenance report data package; and saving an updated version of the electronic file to the database.",2020.0,"[""overhaul aircraft"", ""linking aircraft data"", ""electronic file"", ""documenting"", ""documenting condition repair""]",14.012389138168569
2200001,CN111508258A,"[""G01C21/30"", ""G08G1/123"", ""H04N7/18""]",Positioning method and device,"The invention discloses a positioning method and device. According to the scheme, the method comprises the steps of: pre-storing a corresponding relationship between each position in a map and each feature in a semantic feature library; when an unmanned vehicle needs to be positioned, determining the basic positioning information of the unmanned vehicle by extracting semantic features from an image collected by the unmanned vehicle and then matching the semantic features with pre-stored semantic features; and correcting the basic positioning information of the unmanned vehicle according to thelane where the unmanned vehicle is located so as to obtain final positioning information of the unmanned vehicle. According to the positioning method provided by the abstract of the specification, the positioning information of the unmanned vehicle can be obtained by analyzing the image information around the unmanned vehicle, the positioning mode is simple, the cost is low, and the positioning precision is relatively high.",2020.0,"[""image information unmanned"", ""according positioning method"", ""discloses positioning method"", ""unmanned vehicle according"", ""position map feature""]",12.955955075036943
2210001,CN111862899A,"[""G06K9/00"", ""G09G5/10""]",Control method and electronic equipment,"The invention discloses a control method and electronic equipment. The control method is applied to the electronic equipment. The electronic equipment comprises a display screen and an imaging device.The control method comprises the following steps: controlling the imaging device to acquire an image to obtain eye information of a current user; processing the eye information to judge whether the pupil area of the current user exceeds a preset pupil range or not, wherein the minimum value of the preset pupil range is a first preset value, and the maximum value of the preset pupil range is a second preset value; after the pupil area is smaller than a first preset value and lasts for a first preset duration, controlling the display screen to lower the display brightness; and after the pupil area is greater than a second preset value and lasts for a second preset duration, controlling the display screen to increase the display brightness. Therefore, the display brightness of the display screen can be adjusted according to the pupil area, so that the display brightness is more matched with the requirements of the eyes of the user.",2020.0,"[""method electronic equipment"", ""control method applied"", ""controlling display screen"", ""display brightness pupil"", ""pupil range preset""]",11.960879988128807
2220001,CN111883173A,"[""G10L21/007"", ""G10L25/30"", ""G10L25/48"", ""G10L25/51""]","Audio packet loss repairing method, device and system based on neural network","The invention discloses an audio packet loss restoration method, device and system based on a neural network, and the method comprises the steps: obtaining an audio data packet which comprises a plurality of audio data frames, wherein the plurality of audio data frames at least comprise a plurality of speech signal frames; determining the position of the lost speech signal frame in the plurality of audio data frames to obtain the position information of the lost frame, wherein the position comprises a first preset position or a second preset position; selecting a neural network model for repairing the frame loss condition according to the position information of the frame loss, wherein the neural network model comprises a first repairing model and a second repairing model; and sending theplurality of audio data frames to the selected neural network model so as to repair the lost speech signal frames. According to the method, the restoration model can be adaptively selected, the restoration of the lost speech signal frame is more targeted, and then the restoration accuracy is improved.",2020.0,"[""speech signal frames"", ""method restoration"", ""loss neural network"", ""restoration model"", ""audio data packet""]",13.65381490239738
2230001,US2021383244A1,"[""G06F8/41"", ""G06K9/62"", ""G06N20/20"", ""G06N5/00""]",GENERATING NATIVE CODE WITH DYNAMIC REOPTIMIZATION FOR ENSEMBLE TREE MODEL PREDICTION,"Aspects of the invention include a computer-implemented method that receives, by a processor, an ensemble decision tree and generates, by the processor, native code from the ensemble decision tree. The method compiles, by the processor, the native code into machine language and scores, by the processor, the execution time of the native code. The method dynamically reoptimizes, by the processor, portions of the native code corresponding to the most traversed portion of the ensemble decision tree.",2020.0,"[""decision tree"", ""computer implemented"", ""native code corresponding"", ""method compiles processor"", ""ensemble decision""]",14.06683737010512
2240001,CN114155288A,"[""G06F17/16"", ""G06F3/01"", ""G06K17/00"", ""G06T17/00"", ""G06T19/00"", ""G06T7/50"", ""G06T7/70"", ""G06T7/80""]",Gesture-controlled AR space visual three-dimensional reconstruction method,"The invention discloses an AR space visual three-dimensional reconstruction method controlled through gestures. The method comprises the following steps: 1, carrying out joint calibration on an AR glasses camera and a depth camera C1; 2, determining a bounding box surrounding a target object through gesture interaction; 3, starting three-dimensional reconstruction; 4, the client side carries out visualization, and virtual and real registration is achieved at the same time; 5, the user pauses the three-dimensional reconstruction process through gestures and checks the current three-dimensional reconstruction progress; 6, the target object is moved and rotated to a new observation angle, and then the three-dimensional reconstruction algorithm is restarted through gestures; and 7, ending a three-dimensional reconstruction algorithm through gestures, and outputting a virtual model. According to the AR space visual three-dimensional reconstruction method based on gesture control, the current result of three-dimensional reconstruction can be seen in real time at the AR end, and the reconstruction process is controlled by using the human body natural gesture action based on the gesture sensor.",2020.0,"[""object gesture interaction"", ""gestures ending dimensional"", ""method based gesture"", ""ar space visual"", ""reconstruction process gestures""]",13.503096808797023
